date&time,temperature (°C),humidity (%),wind_speed (km/h),precipitation
-4,54,30,1011,Passing clouds.
-4,59,24,1012,Passing clouds.
-4,59,24,1012,Passing clouds.
-4,59,22,1013,Passing clouds.
-5,63,20,1013,Passing clouds.
-5,68,19,1014,Passing clouds.
-5,68,19,1014,Passing clouds.
-5,68,15,1015,Passing clouds.
-5,68,13,1016,Passing clouds.
-5,68,9,1016,Passing clouds.
-5,68,15,1016,Passing clouds.
-7,79,11,1017,Passing clouds.
-7,79,9,1018,Passing clouds.
-8,86,6,1019,Passing clouds.
-7,86,6,1019,Passing clouds.
-8,86,4,1019,Passing clouds.
-7,86,2,1020,Passing clouds.
-7,86,4,1020,Light snow. Partly cloudy.
-6,86,4,1021,Light snow. Partly cloudy.
-6,86,4,1021,Light snow. Passing clouds.
-6,86,6,1021,Partly cloudy.
-7,86,4,1022,Passing clouds.
-8,93,4,1022,Passing clouds.
-8,86,4,1023,Snow flurries. Passing clouds.
-7,79,2,1023,Snow flurries. Partly cloudy.
-7,86,2,1024,Snow flurries. Passing clouds.
-7,86,2,1024,Snow flurries. Partly cloudy.
-8,86,4,1025,Snow flurries. Passing clouds.
-7,86,2,1025,Snow flurries. Partly cloudy.
-8,86,2,1025,Snow flurries. Passing clouds.
-9,86,2,1026,Passing clouds.
-9,86,2,1026,Scattered clouds.
-7,86,6,1027,Passing clouds.
-7,86,4,1027,Passing clouds.
-6,80,4,1028,Passing clouds.
-5,80,2,1028,Passing clouds.
-5,80,2,1028,Scattered clouds.
-4,74,4,1028,Scattered clouds.
-3,69,9,1028,Passing clouds.
-3,74,9,1029,Passing clouds.
-2,69,9,1028,Passing clouds.
-2,69,9,1028,Passing clouds.
-1,64,11,1028,Passing clouds.
-2,69,11,1028,Passing clouds.
-1,64,13,1028,Passing clouds.
-1,59,13,1028,Passing clouds.
-1,59,13,1029,Passing clouds.
-1,59,13,1029,Passing clouds.
-1,59,11,1029,Passing clouds.
-1,59,13,1029,Passing clouds.
-2,64,11,1029,Passing clouds.
-2,64,9,1029,Passing clouds.
-3,69,9,1030,Passing clouds.
-3,64,9,1030,Passing clouds.
-4,74,11,1030,Passing clouds.
-5,74,9,1030,Passing clouds.
-5,74,9,1030,Passing clouds.
-5,74,11,1030,Passing clouds.
-4,69,13,1030,Passing clouds.
-4,69,17,1030,Passing clouds.
-5,74,17,1030,Passing clouds.
-5,68,17,1030,Passing clouds.
-5,68,15,1030,Passing clouds.
-6,74,15,1030,Passing clouds.
-5,74,17,1030,Passing clouds.
-5,68,17,1030,Passing clouds.
-5,68,17,1030,Passing clouds.
-5,68,15,1030,Passing clouds.
-5,68,13,1030,Passing clouds.
-6,74,11,1030,Passing clouds.
-6,74,15,1030,Passing clouds.
-6,74,11,1030,Passing clouds.
-5,74,13,1030,Passing clouds.
-5,74,13,1031,Passing clouds.
-5,74,13,1031,Passing clouds.
-6,74,15,1031,Passing clouds.
-6,74,15,1030,Passing clouds.
-7,79,15,1030,Passing clouds.
-6,74,13,1030,Passing clouds.
-7,79,17,1031,Passing clouds.
-6,74,19,1031,Passing clouds.
-6,68,19,1031,Passing clouds.
-5,63,19,1031,Passing clouds.
-4,63,20,1031,Passing clouds.
-4,63,20,1031,Passing clouds.
-4,63,20,1031,Passing clouds.
-3,59,24,1031,Passing clouds.
-3,54,20,1031,Passing clouds.
-3,59,24,1031,Passing clouds.
-2,55,28,1031,Passing clouds.
-1,51,30,1031,Passing clouds.
-2,51,20,1031,Passing clouds.
-1,51,30,1031,Passing clouds.
-1,47,30,1031,Scattered clouds.
-1,47,32,1031,Scattered clouds.
-1,47,32,1031,Passing clouds.
-1,47,24,1031,Passing clouds.
-2,51,26,1031,Passing clouds.
-2,47,26,1032,Passing clouds.
-2,51,19,1032,Passing clouds.
-3,54,22,1032,Passing clouds.
-3,54,24,1033,Passing clouds.
-4,63,22,1033,Clear.
-4,63,22,1033,Clear.
-5,68,22,1034,Clear.
-5,63,24,1034,Clear.
-5,63,24,1034,Clear.
-6,68,20,1035,Clear.
-6,68,22,1035,Clear.
-6,63,22,1035,Clear.
-7,68,22,1035,Clear.
-7,68,19,1036,Clear.
-7,68,20,1036,Clear.
-7,68,15,1036,Clear.
-8,73,17,1036,Clear.
-8,73,15,1036,Clear.
-8,73,13,1037,Clear.
-8,73,11,1037,Clear.
-8,68,9,1037,Clear.
-8,68,7,1037,Clear.
-8,68,11,1037,Clear.
-8,68,13,1038,Clear.
-8,68,11,1038,Clear.
-8,68,9,1038,Clear.
-8,68,11,1038,Clear.
-8,73,13,1038,Sunny.
-7,68,13,1038,Sunny.
-7,68,11,1038,Sunny.
-6,68,13,1038,Sunny.
-5,63,15,1039,Sunny.
-4,59,15,1039,Sunny.
-3,59,19,1039,Passing clouds.
-3,54,19,1039,Passing clouds.
-2,51,20,1039,Passing clouds.
-1,51,24,1039,Passing clouds.
-1,47,24,1039,Passing clouds.
0,44,22,1039,Passing clouds.
0,44,22,1038,Passing clouds.
0,44,20,1038,Passing clouds.
0,40,20,1038,Passing clouds.
1,41,20,1038,Passing clouds.
1,41,20,1038,Sunny.
0,40,19,1038,Passing clouds.
0,44,17,1038,Sunny.
-1,47,13,1038,Sunny.
-1,47,9,1038,Clear.
-1,47,9,1039,Passing clouds.
-2,51,11,1039,Clear.
-3,54,11,1039,Clear.
-4,63,13,1040,Clear.
-4,63,13,1040,Clear.
-5,68,13,1040,Clear.
-5,68,15,1040,Clear.
-4,63,13,1040,Clear.
-4,69,13,1040,Clear.
-5,74,15,1040,Clear.
-5,68,15,1040,Clear.
-5,68,17,1041,Clear.
-5,68,19,1041,Clear.
-6,74,17,1041,Clear.
-7,73,9,1041,Clear.
-7,79,17,1040,Clear.
-8,86,17,1040,Clear.
-8,79,15,1040,Clear.
-7,73,19,1040,Clear.
-7,73,15,1041,Clear.
-7,73,17,1040,Clear.
-7,73,17,1040,Clear.
-8,79,13,1040,Clear.
-8,79,9,1040,Clear.
-8,79,9,1040,Clear.
-9,86,9,1040,Clear.
-9,79,7,1040,Clear.
-9,79,6,1041,Sunny.
-8,79,9,1041,Sunny.
-7,73,13,1041,Passing clouds.
-6,74,19,1040,Sunny.
-5,68,19,1041,Sunny.
-4,63,19,1041,Sunny.
-3,59,13,1041,Sunny.
-2,59,17,1041,Sunny.
-1,55,19,1041,Sunny.
0,51,20,1040,Sunny.
1,44,19,1040,Passing clouds.
2,41,20,1039,Sunny.
2,41,20,1039,Sunny.
3,38,20,1039,Sunny.
3,38,22,1038,Sunny.
3,38,22,1038,Passing clouds.
3,38,26,1038,Sunny.
2,41,24,1038,Sunny.
1,44,20,1037,Sunny.
1,48,19,1037,Sunny.
0,47,15,1037,Clear.
0,51,13,1037,Passing clouds.
0,51,15,1037,Clear.
-1,55,13,1037,Clear.
-1,55,13,1037,Clear.
-2,59,11,1037,Clear.
-2,64,13,1037,Clear.
-2,64,13,1036,Clear.
-2,64,19,1036,Clear.
-2,59,17,1036,Clear.
-2,59,13,1036,Clear.
-2,59,11,1036,Clear.
-2,59,11,1036,Clear.
-2,59,9,1035,Clear.
-2,59,13,1035,Clear.
-3,59,13,1035,Clear.
-4,63,15,1034,Clear.
-4,63,11,1035,Clear.
-5,68,13,1034,Clear.
-4,59,9,1034,Clear.
-4,63,7,1034,Clear.
-4,63,13,1033,Clear.
-4,63,13,1033,Clear.
-3,54,11,1033,Clear.
-3,54,9,1032,Clear.
-4,59,9,1032,Clear.
-4,59,6,1032,Clear.
-3,54,7,1032,Sunny.
-3,59,7,1032,Sunny.
-2,55,7,1032,Sunny.
-2,55,4,1032,Sunny.
-2,55,6,1032,Sunny.
-1,51,4,1032,Sunny.
0,47,4,1031,Sunny.
0,47,4,1031,Sunny.
1,44,7,1031,Passing clouds.
2,44,13,1030,Passing clouds.
2,48,11,1030,Partly sunny.
2,52,15,1029,Sleet. Partly sunny.
1,60,9,1029,Sleet. Partly sunny.
1,60,7,1029,Light snow. Partly sunny.
1,60,6,1028,Light snow. Partly sunny.
0,75,7,1028,Light rain. Partly sunny.
0,80,6,1027,Light rain. Partly sunny.
0,80,2,1027,Light rain. Partly sunny.
0,87,6,1027,Partly sunny.
0,87,0,1026,Light rain. Passing clouds.
0,87,4,1026,Light rain. Passing clouds.
0,93,6,1026,Light rain. Passing clouds.
0,93,6,1026,Light rain. Passing clouds.
0,93,4,1026,Light rain. Passing clouds.
0,93,7,1026,Chilly.
0,93,4,1026,Light rain. Passing clouds.
0,93,7,1026,Light rain. Passing clouds.
0,93,4,1026,Light rain. Passing clouds.
0,93,6,1025,Passing clouds.
0,93,4,1025,Light rain. Passing clouds.
0,93,7,1025,Passing clouds.
1,87,11,1025,Partly cloudy.
1,87,7,1025,Passing clouds.
1,87,7,1025,Passing clouds.
1,87,7,1025,Passing clouds.
1,87,2,1025,Passing clouds.
1,93,2,1025,Light rain. Overcast.
1,93,0,1025,Light rain. Mostly cloudy.
1,93,2,1024,Light rain. Low clouds.
0,100,6,1024,Light rain. Low clouds.
0,100,4,1024,Drizzle. Low clouds.
1,93,4,1024,Passing clouds.
1,93,6,1023,Fog.
1,93,4,1023,Fog.
1,93,4,1022,Fog.
1,93,2,1022,Fog.
1,93,4,1022,Partly sunny.
1,100,6,1022,Partly sunny.
2,93,2,1022,Partly sunny.
2,93,6,1022,Partly sunny.
3,93,4,1021,Scattered clouds.
4,87,4,1021,Scattered clouds.
5,81,4,1021,Passing clouds.
6,76,6,1021,Passing clouds.
7,76,6,1020,Passing clouds.
8,71,6,1020,Passing clouds.
8,66,7,1019,Passing clouds.
9,66,4,1019,Passing clouds.
9,66,7,1018,Passing clouds.
10,62,7,1018,Sunny.
10,62,9,1018,Passing clouds.
10,62,7,1017,Passing clouds.
10,62,9,1016,Sunny.
9,66,7,1016,Sunny.
8,71,4,1015,Sunny.
6,76,4,1015,Sunny.
5,81,4,1015,Clear.
5,81,4,1015,Clear.
3,87,4,1015,Clear.
3,87,2,1015,Clear.
2,93,2,1014,Clear.
1,93,6,1014,Clear.
1,93,6,1014,Passing clouds.
1,93,7,1014,Clear.
3,87,13,1014,Clear.
5,81,11,1014,Clear.
6,76,13,1014,Passing clouds.
6,76,15,1014,Light rain. Partly cloudy.
5,87,15,1014,Rain. Mostly cloudy.
5,93,9,1014,Light rain. Passing clouds.
5,93,9,1015,Passing clouds.
5,93,17,1015,Passing clouds.
5,100,9,1016,Passing clouds.
5,93,19,1016,Passing clouds.
5,93,20,1016,Passing clouds.
6,87,19,1016,Passing clouds.
7,87,15,1017,Partly cloudy.
7,87,19,1017,Passing clouds.
7,87,19,1017,Passing clouds.
6,87,17,1017,Passing clouds.
6,87,17,1018,Passing clouds.
5,93,15,1018,Passing clouds.
5,93,11,1018,Passing clouds.
5,93,11,1018,Passing clouds.
5,87,9,1018,Passing clouds.
6,87,11,1019,Passing clouds.
6,87,15,1019,Passing clouds.
7,87,17,1019,Passing clouds.
8,82,13,1020,Passing clouds.
8,82,19,1020,Passing clouds.
9,76,20,1020,Passing clouds.
9,76,20,1020,Light rain. Passing clouds.
10,76,20,1020,Passing clouds.
11,72,20,1020,Scattered clouds.
11,67,17,1020,Passing clouds.
11,67,20,1020,Broken clouds.
12,58,24,1019,Partly sunny.
11,62,24,1019,Broken clouds.
11,62,20,1019,Broken clouds.
11,62,20,1019,Scattered clouds.
11,62,22,1019,Scattered clouds.
11,62,19,1019,Scattered clouds.
11,67,13,1020,Scattered clouds.
9,76,7,1020,Passing clouds.
9,76,15,1020,Passing clouds.
9,76,9,1020,Passing clouds.
8,82,13,1020,Passing clouds.
8,82,15,1020,Passing clouds.
7,81,13,1020,Passing clouds.
6,87,7,1020,Passing clouds.
4,93,4,1020,Passing clouds.
4,93,2,1020,Passing clouds.
3,100,4,1020,Passing clouds.
2,93,6,1020,Passing clouds.
1,100,4,1020,Clear.
2,93,7,1020,Clear.
1,100,4,1020,Clear.
1,100,2,1020,Clear.
0,100,4,1020,Clear.
0,100,4,1019,Passing clouds.
1,93,7,1019,Passing clouds.
1,93,4,1019,Passing clouds.
0,100,2,1019,Passing clouds.
0,93,4,1019,Clear.
0,100,7,1018,Clear.
0,93,9,1018,Passing clouds.
0,93,9,1018,Passing clouds.
0,93,4,1018,Passing clouds.
0,100,2,1017,Passing clouds.
0,93,6,1017,Passing clouds.
-1,100,4,1017,Passing clouds.
0,100,6,1017,Passing clouds.
1,93,4,1017,Passing clouds.
2,93,2,1017,Passing clouds.
3,93,2,1017,Passing clouds.
4,87,7,1016,Sunny.
5,81,6,1016,Sunny.
5,87,4,1016,Sunny.
6,81,4,1015,Sunny.
7,76,4,1015,Sunny.
8,71,4,1015,Sunny.
9,66,4,1015,Sunny.
9,66,6,1014,Passing clouds.
9,71,9,1013,Passing clouds.
10,67,6,1013,Passing clouds.
9,71,6,1012,Passing clouds.
9,71,11,1013,Passing clouds.
8,76,6,1012,Light rain. Scattered clouds.
8,87,2,1012,Passing clouds.
7,87,6,1011,Sunny.
6,87,6,1011,Clear.
6,87,4,1011,Clear.
5,93,4,1010,Clear.
4,93,6,1011,Clear.
4,93,4,1010,Clear.
4,93,2,1010,Clear.
4,93,4,1010,Clear.
3,93,4,1011,Clear.
3,93,9,1011,Passing clouds.
6,87,17,1012,Passing clouds.
8,76,24,1012,Light rain. Passing clouds.
8,82,15,1013,Light rain. Passing clouds.
8,87,15,1013,Light rain. Passing clouds.
8,82,20,1014,Scattered showers. Passing clouds.
8,82,15,1015,Passing clouds.
7,81,13,1015,Clear.
7,76,15,1016,Clear.
6,76,19,1016,Clear.
6,76,17,1016,Clear.
5,81,17,1017,Clear.
5,81,7,1017,Clear.
4,87,7,1017,Clear.
2,93,6,1018,Clear.
2,93,7,1018,Clear.
1,93,7,1018,Clear.
0,100,11,1019,Clear.
0,93,7,1019,Clear.
0,93,6,1019,Passing clouds.
0,100,6,1019,Passing clouds.
0,93,7,1019,Sunny.
2,87,6,1020,Passing clouds.
5,81,4,1020,Passing clouds.
7,76,4,1020,Passing clouds.
7,81,2,1020,Passing clouds.
8,71,6,1020,Scattered clouds.
9,66,7,1020,Partly sunny.
9,71,7,1020,Passing clouds.
10,62,11,1020,Passing clouds.
10,67,7,1019,Passing clouds.
11,62,13,1019,Passing clouds.
11,67,11,1019,Passing clouds.
11,67,11,1019,Scattered clouds.
12,63,9,1018,Scattered clouds.
11,62,11,1018,Scattered clouds.
11,67,11,1018,Scattered clouds.
12,63,15,1018,Passing clouds.
11,67,7,1018,Passing clouds.
11,67,6,1018,Passing clouds.
10,71,6,1018,Passing clouds.
8,82,4,1018,Passing clouds.
7,81,7,1018,Passing clouds.
6,87,7,1018,Clear.
5,87,2,1018,Clear.
5,87,4,1018,Clear.
5,87,4,1018,Clear.
4,93,2,1018,Clear.
4,93,2,1018,Clear.
4,93,4,1018,Clear.
3,100,4,1018,Clear.
3,100,2,1018,Clear.
4,93,4,1018,Clear.
4,87,4,1018,Clear.
4,93,4,1018,Clear.
4,93,4,1018,Clear.
4,87,6,1018,Passing clouds.
4,93,4,1018,Clear.
3,93,4,1018,Clear.
4,93,2,1018,Clear.
4,93,2,1018,Clear.
3,93,4,1017,Clear.
3,93,4,1017,Clear.
3,93,4,1018,Clear.
2,100,4,1018,Clear.
2,93,4,1018,Clear.
1,100,2,1018,Clear.
1,93,2,1018,Clear.
1,93,4,1018,Sunny.
2,100,2,1019,Sunny.
3,93,2,1019,Sunny.
6,87,2,1019,Sunny.
8,82,2,1019,Sunny.
9,76,2,1019,Sunny.
11,72,2,1019,Sunny.
11,72,4,1019,Sunny.
12,67,13,1018,Passing clouds.
13,67,11,1018,Passing clouds.
14,63,7,1017,Passing clouds.
14,59,7,1017,Passing clouds.
15,55,11,1017,Passing clouds.
16,52,11,1016,Passing clouds.
16,52,15,1016,Passing clouds.
16,52,17,1016,Passing clouds.
16,48,11,1016,Passing clouds.
16,48,13,1016,Sunny.
16,48,13,1016,Passing clouds.
14,55,11,1016,Sunny.
14,55,7,1015,Sunny.
11,67,4,1016,Clear.
9,76,0,1016,Clear.
9,76,4,1016,Clear.
9,76,4,1016,Clear.
7,81,4,1016,Clear.
7,81,2,1016,Clear.
6,81,4,1016,Clear.
5,93,6,1016,Clear.
5,87,2,1016,Clear.
5,87,4,1016,Clear.
4,93,2,1016,Clear.
4,93,6,1017,Clear.
4,93,2,1017,Clear.
3,93,2,1017,Clear.
3,93,2,1017,Clear.
2,93,2,1017,Clear.
2,100,4,1017,Clear.
2,93,4,1017,Clear.
2,93,2,1017,Clear.
1,93,2,1017,Clear.
1,93,4,1017,Clear.
0,100,2,1017,Clear.
0,93,2,1017,Clear.
0,100,2,1017,Clear.
0,93,2,1017,Clear.
0,93,2,1017,Clear.
-1,100,2,1017,Clear.
-1,100,4,1018,Sunny.
0,93,2,1018,Sunny.
3,93,4,1018,Sunny.
4,87,4,1018,Sunny.
7,76,6,1018,Passing clouds.
9,71,6,1019,Passing clouds.
10,67,4,1018,Sunny.
11,67,9,1018,Passing clouds.
13,59,6,1018,Passing clouds.
13,55,6,1018,Sunny.
14,55,6,1018,Passing clouds.
15,51,7,1018,Passing clouds.
15,48,4,1017,Sunny.
17,42,2,1017,Sunny.
18,40,6,1016,Passing clouds.
18,40,6,1016,Passing clouds.
18,40,9,1016,Sunny.
18,40,7,1016,Passing clouds.
16,45,6,1016,Sunny.
15,48,11,1016,Sunny.
13,55,15,1016,Clear.
14,55,13,1016,Clear.
11,62,13,1016,Clear.
10,67,15,1017,Clear.
11,67,11,1017,Clear.
9,71,13,1017,Clear.
10,71,13,1017,Clear.
8,76,11,1017,Clear.
9,71,11,1017,Clear.
10,67,13,1017,Clear.
9,71,15,1017,Clear.
7,76,19,1018,Clear.
4,87,13,1018,Clear.
5,87,11,1018,Clear.
6,81,13,1018,Clear.
5,87,13,1018,Clear.
7,76,15,1019,Clear.
5,81,13,1019,Clear.
4,87,15,1018,Clear.
4,81,9,1019,Clear.
2,87,15,1019,Clear.
3,87,13,1020,Clear.
3,87,7,1020,Clear.
3,87,9,1020,Passing clouds.
2,93,9,1021,Clear.
2,93,7,1021,Clear.
3,87,11,1021,Sunny.
4,87,11,1022,Sunny.
5,81,9,1022,Sunny.
6,81,11,1022,Sunny.
6,81,11,1022,Sunny.
7,76,15,1023,Sunny.
7,76,11,1023,Passing clouds.
8,71,11,1023,Passing clouds.
9,66,9,1023,Passing clouds.
9,66,9,1023,Passing clouds.
10,67,7,1023,Passing clouds.
10,67,7,1023,Passing clouds.
11,62,7,1023,Passing clouds.
11,67,9,1023,Passing clouds.
11,67,7,1023,Passing clouds.
12,58,9,1023,Passing clouds.
12,63,9,1023,Passing clouds.
11,67,11,1024,Sunny.
11,62,11,1024,Passing clouds.
9,71,15,1024,Sunny.
8,71,11,1025,Clear.
7,76,9,1025,Clear.
7,76,11,1026,Clear.
7,76,9,1026,Clear.
6,81,9,1026,Clear.
5,87,11,1026,Clear.
6,81,7,1027,Clear.
5,87,11,1027,Clear.
5,87,6,1028,Clear.
5,87,7,1028,Passing clouds.
4,87,6,1028,Clear.
4,87,4,1029,Clear.
4,87,6,1029,Clear.
3,93,6,1029,Clear.
4,87,6,1030,Clear.
4,87,7,1030,Clear.
3,93,7,1030,Passing clouds.
3,93,4,1031,Clear.
4,87,4,1031,Clear.
4,87,6,1031,Clear.
4,87,4,1031,Clear.
4,87,0,1031,Clear.
4,87,2,1032,Clear.
4,93,2,1032,Clear.
4,87,2,1032,Clear.
4,93,4,1032,Clear.
5,87,6,1032,Passing clouds.
4,93,2,1033,Sunny.
4,87,4,1033,Sunny.
5,87,2,1033,Sunny.
7,87,6,1033,Passing clouds.
9,76,11,1033,Sunny.
10,71,13,1033,Sunny.
11,67,15,1034,Passing clouds.
12,67,9,1034,Passing clouds.
13,63,13,1034,Sunny.
14,59,9,1034,Passing clouds.
15,59,6,1033,Passing clouds.
16,55,11,1033,Passing clouds.
17,52,13,1033,Sunny.
17,52,7,1033,Passing clouds.
18,49,13,1032,Sunny.
18,52,13,1032,Passing clouds.
19,49,15,1032,Sunny.
19,49,13,1032,Sunny.
18,52,13,1032,Sunny.
17,56,9,1032,Passing clouds.
17,56,11,1032,Passing clouds.
16,55,11,1032,Clear.
14,63,13,1032,Clear.
14,63,13,1033,Clear.
14,63,15,1033,Clear.
13,67,11,1033,Clear.
12,72,11,1033,Clear.
10,76,6,1033,Clear.
9,82,6,1034,Clear.
9,82,2,1034,Clear.
8,87,2,1034,Clear.
8,87,2,1034,Clear.
7,93,2,1033,Clear.
7,87,2,1033,Clear.
6,93,4,1033,Clear.
6,93,4,1033,Clear.
6,93,2,1034,Clear.
6,93,4,1034,Clear.
5,100,4,1034,Clear.
4,100,4,1034,Clear.
5,93,4,1034,Clear.
4,100,0,1034,Clear.
4,93,2,1034,Clear.
4,93,2,1034,Clear.
3,100,2,1034,Clear.
3,100,0,1033,Clear.
3,100,2,1033,Clear.
3,100,4,1033,Sunny.
3,100,2,1034,Sunny.
4,93,4,1034,Sunny.
6,93,4,1034,Sunny.
9,82,7,1034,Sunny.
10,76,9,1034,Passing clouds.
12,67,15,1034,Sunny.
13,63,13,1033,Sunny.
14,63,7,1033,Passing clouds.
15,59,7,1033,Passing clouds.
16,59,6,1033,Sunny.
17,56,6,1032,Passing clouds.
17,56,11,1032,Sunny.
17,56,11,1032,Sunny.
18,52,6,1031,Passing clouds.
18,52,9,1031,Passing clouds.
18,52,11,1031,Sunny.
18,52,9,1030,Passing clouds.
19,49,7,1030,Passing clouds.
18,52,6,1030,Sunny.
18,52,2,1030,Sunny.
15,63,0,1030,Sunny.
14,67,2,1030,Clear.
12,77,2,1030,Clear.
11,82,2,1030,Clear.
11,77,2,1030,Clear.
10,82,2,1030,Clear.
10,88,2,1029,Clear.
9,87,4,1029,Clear.
9,87,4,1029,Clear.
8,93,2,1029,Clear.
7,93,2,1029,Clear.
7,93,4,1029,Clear.
6,100,4,1029,Clear.
6,93,2,1029,Clear.
6,93,2,1029,Clear.
5,100,4,1029,Clear.
5,93,2,1029,Clear.
4,100,2,1029,Clear.
4,100,2,1029,Clear.
4,93,0,1029,Clear.
3,100,2,1028,Light fog.
3,100,2,1028,Clear.
3,100,4,1029,Clear.
3,93,2,1029,Clear.
2,100,2,1029,Clear.
2,93,4,1028,Passing clouds.
1,93,2,1028,Passing clouds.
2,93,2,1029,Sunny.
3,93,2,1029,Sunny.
5,93,2,1029,Sunny.
8,87,4,1029,Sunny.
10,82,6,1029,Passing clouds.
11,72,9,1029,Passing clouds.
13,63,11,1029,Sunny.
14,59,11,1029,Sunny.
15,48,9,1029,Sunny.
16,45,7,1029,Passing clouds.
17,42,9,1028,Passing clouds.
17,39,7,1028,Passing clouds.
18,37,9,1028,Passing clouds.
18,37,13,1027,Passing clouds.
18,37,11,1027,Sunny.
19,37,11,1027,Passing clouds.
19,37,11,1027,Passing clouds.
19,37,7,1027,Passing clouds.
19,37,9,1027,Passing clouds.
15,48,7,1027,Sunny.
13,55,4,1027,Clear.
12,58,6,1027,Clear.
10,67,2,1027,Clear.
9,71,4,1027,Clear.
8,76,2,1028,Clear.
8,71,4,1027,Clear.
7,76,2,1027,Clear.
7,76,4,1027,Clear.
6,81,4,1028,Clear.
6,81,6,1028,Clear.
5,87,4,1028,Clear.
4,87,4,1028,Clear.
4,87,2,1028,Clear.
4,87,2,1028,Clear.
3,93,4,1028,Clear.
3,87,7,1028,Passing clouds.
3,87,7,1028,Clear.
3,87,9,1028,Clear.
3,93,6,1028,Clear.
4,87,7,1028,Clear.
3,87,6,1028,Passing clouds.
2,93,11,1028,Clear.
3,87,9,1028,Clear.
3,87,4,1028,Clear.
3,87,7,1029,Clear.
3,87,4,1029,Clear.
4,87,2,1029,Sunny.
4,87,2,1029,Sunny.
6,81,6,1030,Passing clouds.
6,81,4,1030,Scattered clouds.
6,81,4,1030,Light rain. Scattered clouds.
7,76,2,1030,Light rain. Partly sunny.
7,81,4,1030,Broken clouds.
8,82,17,1031,Light rain. Broken clouds.
8,82,13,1031,Light rain. Broken clouds.
7,87,9,1032,Light rain. Partly sunny.
7,87,22,1032,Rain. Partly sunny.
7,87,19,1032,Light rain. Broken clouds.
7,81,24,1032,Light rain. Broken clouds.
7,81,20,1032,Light rain. More clouds than sun.
7,76,22,1032,Light rain. Broken clouds.
6,81,19,1033,Light rain. Broken clouds.
7,76,19,1032,Scattered clouds.
7,76,11,1033,Partly sunny.
7,81,11,1033,Partly sunny.
7,81,7,1033,Passing clouds.
7,76,6,1033,Passing clouds.
7,76,4,1033,Passing clouds.
6,81,4,1033,Passing clouds.
5,87,6,1033,Passing clouds.
4,93,2,1034,Passing clouds.
3,93,2,1034,Clear.
3,93,2,1034,Clear.
4,87,4,1034,Clear.
2,93,2,1034,Clear.
1,100,2,1035,Passing clouds.
1,93,2,1035,Clear.
1,93,2,1035,Passing clouds.
1,93,2,1035,Clear.
0,100,2,1035,Clear.
0,93,2,1036,Clear.
0,93,2,1036,Clear.
0,93,0,1036,Clear.
0,93,2,1036,Clear.
0,100,2,1036,Clear.
0,100,2,1036,Passing clouds.
0,93,2,1036,Clear.
0,93,2,1036,Clear.
0,93,2,1036,Clear.
0,93,4,1037,Clear.
0,93,2,1037,Clear.
0,93,9,1037,Clear.
1,93,7,1037,Passing clouds.
0,93,7,1038,Passing clouds.
1,93,9,1038,Passing clouds.
2,87,11,1038,Passing clouds.
4,81,15,1038,Passing clouds.
5,81,15,1039,Passing clouds.
6,71,17,1039,Passing clouds.
6,76,19,1039,Passing clouds.
7,66,20,1039,Passing clouds.
8,66,20,1039,Passing clouds.
8,66,22,1039,Passing clouds.
8,66,22,1039,Passing clouds.
8,66,26,1039,Passing clouds.
8,62,26,1039,Passing clouds.
8,62,24,1038,Passing clouds.
8,62,22,1038,Passing clouds.
8,62,24,1038,Passing clouds.
8,66,24,1038,Passing clouds.
8,62,24,1038,Passing clouds.
8,62,20,1037,Passing clouds.
8,62,20,1037,Passing clouds.
7,66,19,1037,Passing clouds.
7,66,19,1037,Passing clouds.
6,71,20,1038,Passing clouds.
6,71,22,1038,Passing clouds.
6,71,24,1038,Passing clouds.
5,76,22,1038,Passing clouds.
5,76,22,1038,Passing clouds.
5,76,19,1038,Passing clouds.
5,76,17,1038,Passing clouds.
4,75,15,1038,Passing clouds.
5,70,15,1038,Passing clouds.
5,70,17,1038,Passing clouds.
5,70,15,1038,Passing clouds.
5,70,11,1038,Passing clouds.
5,70,13,1038,Passing clouds.
5,70,15,1038,Passing clouds.
5,70,11,1038,Passing clouds.
5,70,11,1038,Passing clouds.
5,70,15,1038,Passing clouds.
5,70,15,1037,Passing clouds.
4,75,9,1037,Passing clouds.
4,75,11,1037,Passing clouds.
2,81,13,1037,Passing clouds.
1,81,13,1037,Passing clouds.
1,81,15,1037,Clear.
1,81,13,1037,Clear.
0,87,15,1037,Passing clouds.
0,80,15,1037,Passing clouds.
2,75,11,1037,Passing clouds.
3,75,15,1037,Passing clouds.
4,75,19,1037,Passing clouds.
5,66,19,1037,Passing clouds.
6,66,19,1037,Passing clouds.
6,61,19,1037,Passing clouds.
6,61,17,1037,Passing clouds.
7,61,17,1037,Passing clouds.
7,57,17,1036,Passing clouds.
8,53,17,1036,Passing clouds.
9,54,15,1036,Passing clouds.
9,54,17,1035,Passing clouds.
9,54,20,1035,Sunny.
10,50,20,1034,Sunny.
10,54,17,1034,Passing clouds.
10,54,15,1034,Passing clouds.
11,50,17,1033,Passing clouds.
11,47,13,1033,Passing clouds.
11,47,13,1033,Sunny.
11,50,13,1033,Sunny.
10,50,9,1033,Sunny.
9,54,9,1033,Clear.
7,61,7,1033,Clear.
7,61,9,1033,Clear.
6,66,11,1033,Passing clouds.
7,61,11,1033,Clear.
8,62,11,1033,Clear.
7,71,15,1033,Clear.
